date,portfolio_return,mu,sigma,VaR_param_95,VaR_param_99,breach_95,breach_99,CVaR_95
2024-05-28,0.013267585635185243,0.002819368064403534,0.011120210340533733,0.015471750246686643,0.02305010962018409,0,0,
2024-05-29,-0.000746360421180725,0.002838439613580704,0.011112361993435392,0.015439769315319192,0.02301278008541996,0,0,
2024-05-30,-0.01473728120326996,0.0026470157504081726,0.011249135333839292,0.015856165303525346,0.02352238631826657,0,0,
2024-05-31,0.0038123011589050295,0.002429725080728531,0.011009750740752645,0.015679703357030114,0.023182785148740958,0,0,
2024-06-03,0.010658600926399232,0.0025148146152496336,0.01104040259536486,0.015645031636740702,0.02316900249103239,0,0,
2024-06-04,0.002643796801567078,0.0024234505593776702,0.01100068544422998,0.01567106679251628,0.023167970636798766,0,0,
2024-06-05,0.01738894283771515,0.0025828554034233093,0.011101445580226672,0.01567739762361692,0.023242968920917095,0,0,
2024-06-06,-0.004097819328308106,0.002526529788970947,0.01112108876611096,0.015766033403615938,0.023344991419090765,0,0,
2024-06-07,0.004655030369758606,0.0025460787415504454,0.011123115016240885,0.015749817335911756,0.023330156229193287,0,0,
2024-06-10,-0.0007151573896408078,0.0025850301086902615,0.011104606081676686,0.015680421480623014,0.023248146641479287,0,0,
2024-06-11,0.01595999002456665,0.002581051141023636,0.011099691384838456,0.01567631649136991,0.023240692314604745,0,0,
2024-06-12,0.018130558729171752,0.0025649727880954743,0.011075725871820033,0.015652975083287963,0.023201018547272197,0,0,
2024-06-13,0.010682415962219239,0.0026480440497398377,0.011105402032380755,0.015618716761975899,0.023186984358657965,0,0,
2024-06-14,0.0022054970264434814,0.0026365563571453094,0.011105258276365075,0.01562996799696664,0.023198137624751036,0,0,
2024-06-17,0.008951961994171143,0.0026470662355422975,0.011110786725799345,0.015628551608673026,0.023200488842942204,0,0,
2024-06-18,0.005081111192703248,0.0026498367786407474,0.011111364545194196,0.01562673149390192,0.023199062508764544,0,0,
2024-06-20,-0.011953312158584596,0.0025852915048599247,0.011177726363872566,0.01580043224582696,0.02341798845834528,0,0,
2024-06-21,-0.00875135362148285,0.0024081174731254576,0.011215916488763338,0.01604042344300174,0.023684006005928748,0,0,
2024-06-24,-0.012273889780044555,0.0023009135723114017,0.011305044527157323,0.016294229921031213,0.023998552729378078,0,0,
2024-06-25,0.016428303718566895,0.002661415457725525,0.011172918668749705,0.015716400338201243,0.023330680134151575,0,0,
2024-06-26,0.005863407254219055,0.0025847409069538114,0.011123774259439929,0.01571223952907538,0.023293027692804495,0,0,
2024-06-27,-0.0008768796920776368,0.0024195769727230073,0.011050355282413993,0.01575663999265801,0.02328739354591676,0,0,
2024-06-28,-0.006309613585472107,0.002277274578809738,0.011070406937897997,0.015931924424820523,0.02347634306593624,0,0,
2024-07-01,0.016651356220245363,0.0024456730484962463,0.011160235817727654,0.015911281313926814,0.023516917819868925,0,0,
2024-07-02,0.00631033182144165,0.0023842148184776307,0.011121406975286737,0.01590887178162616,0.023488046654823645,0,0,
2024-07-03,0.011979123950004576,0.002535822004079819,0.011148070988934878,0.0158011229955822,0.023398469240685206,0,0,
2024-07-05,0.004146799445152283,0.0024461376667022704,0.011098064336661304,0.01580855370959586,0.023371820708858227,0,0,
2024-07-08,0.005147325992584229,0.0025423478782176973,0.01107915636105757,0.01568124264583032,0.023231623968494642,0,0,
2024-07-09,0.004256564378738404,0.0027039583027362825,0.01098375238397473,0.015362706643581431,0.022848070704714347,0,0,
2024-07-10,0.01533210277557373,0.002767137408256531,0.011038450084974385,0.015389497249936374,0.022912137479629568,0,0,
2024-07-11,-0.02467761039733887,0.00253272894024849,0.01136829672548908,0.01616645516093277,0.02391388397855848,1,1,
2024-07-12,0.004650148749351502,0.0026313928663730625,0.011343151853661334,0.016026431601183097,0.023756724333314404,0,0,
2024-07-15,0.007326459884643554,0.0028122569918632508,0.011271438221953476,0.01572760904847638,0.023409029353160894,0,0,
2024-07-16,-0.0017971932888031007,0.0028335006535053255,0.011260615309721883,0.01568856328039599,0.023362607832657922,0,0,
2024-07-17,-0.022729769349098206,0.0021421717405319214,0.010665113317325826,0.015400378581319908,0.02266859195163367,1,1,
2024-07-18,-0.007572868466377258,0.0020838067829608915,0.010702457858655872,0.015520169843144506,0.022813833303534887,0,0,
2024-07-19,-0.00806393325328827,0.0020425055027008055,0.01073383784405138,0.015613086606196078,0.022928135346107246,0,0,
2024-07-22,0.0143624484539032,0.0021725778579711912,0.010804006436471336,0.015598431314665736,0.022961299546637462,0,0,
2024-07-23,0.0005124717950820923,0.002213550090789795,0.010789711799739343,0.01553394649677256,0.0228870730160472,0,0,
2024-07-24,-0.03439885973930359,0.001786119371652603,0.011375138594089148,0.016924318601910602,0.024676410113626604,1,1,
2024-07-25,-0.011493980884552002,0.001587076038122177,0.011432057884185855,0.0172169858362001,0.025007867516665422,0,0,
2024-07-26,0.010280746221542358,0.0016752804517745972,0.011465049492964747,0.017183047789906602,0.02499641306195696,0,0,
2024-07-29,-0.002315160632133484,0.0017799728810787199,0.011379155911032845,0.016937072990829936,0.024691902280931807,0,0,
2024-07-30,-0.013350370526313783,0.0015855903029441834,0.01147048229413185,0.01728167410144123,0.02509874179623255,0,0,
2024-07-31,0.027442729473114016,0.0017267131209373473,0.011700937909556886,0.017519617038331273,0.025493738909244192,0,0,
2024-08-01,-0.023812654614448547,0.001598001033067703,0.0119106111850709,0.01799321097390494,0.026110223975849042,1,0,
2024-08-02,-0.016156524419784546,0.0014581289589405057,0.01203676073514599,0.018340580593011444,0.026543563787604633,0,0,
2024-08-05,-0.04048382937908173,0.0008082187175750731,0.01252436308321543,0.019792525325108952,0.028327806714778733,1,1,
2024-08-06,0.013520345091819763,0.000987299382686615,0.012577236439063869,0.01970041359113381,0.02827172786863861,0,0,
2024-08-07,-0.008815932273864745,0.0009053471386432647,0.012614464526813725,0.019843600590336977,0.028440285595473444,0,0,
2024-08-08,0.02529199719429016,0.001209636777639389,0.012832363891141877,0.01989772351106643,0.028642905679436965,0,0,
2024-08-09,0.007022643089294433,0.0012169403135776518,0.012835493360131135,0.019895567493545582,0.02864288237702874,0,0,
2024-08-12,0.010784697532653808,0.0012278672158718108,0.012843243858469624,0.01989738902655417,0.028649985830067084,0,0,
2024-08-13,0.025524747371673585,0.001368354707956314,0.013031927728534063,0.0200672588824924,0.02894844265797279,0,0,
2024-08-14,0.007702583074569703,0.0014738454818725585,0.013040158469559183,0.019975306472803822,0.028862099450942112,0,0,
2024-08-15,0.017940551042556763,0.0016024458110332487,0.013139122727276603,0.020009487861888192,0.02896372441232837,0,0,
2024-08-16,0.004811617732048035,0.0017083529531955717,0.013121694598189605,0.019874913998386142,0.028817273379116,0,0,
2024-08-19,0.012824195623397828,0.001907582014799118,0.013137861245593404,0.019702276705400378,0.02865565356333065,0,0,
2024-08-20,-0.00249670147895813,0.0018391717076301573,0.013142854721105816,0.019778900548877026,0.028735680431641986,0,0,
2024-08-21,0.0020262748003005986,0.0018821180164813995,0.013136312220328935,0.019725192783893595,0.028677513990017535,0,0,
2024-08-22,-0.014295032620429993,0.0017500689625740051,0.013232508730093668,0.020015471015787586,0.029033349589906266,0,0,
2024-08-23,0.015174835920333862,0.0019680485129356384,0.013272661970580756,0.01986353766867499,0.02890878044518762,0,0,
2024-08-26,-0.005870112776756287,0.0019167133569717406,0.013293140236355487,0.019948556574372132,0.029007755171200605,0,0,
2024-08-27,0.004954242706298828,0.002092259109020233,0.013215177412395744,0.01964477338856608,0.028650840769379144,0,0,
2024-08-28,-0.007953530550003052,0.0018773308396339416,0.013201895449067531,0.01983785477239892,0.028834870571613762,0,0,
2024-08-29,-0.006955772638320924,0.0018411165475845338,0.013221288817734156,0.019905968317238433,0.028916200585631262,0,0,
2024-08-30,0.007780995965003967,0.0019400206208229063,0.013228429217766378,0.019818809156890944,0.028833907566827646,0,0,
2024-09-03,-0.03655563294887543,0.001608342409133911,0.013768163804215902,0.021038271760692596,0.03042119618624981,1,1,
2024-09-04,-0.006766682863235474,0.0013117085397243496,0.013623664297410255,0.02109722509224019,0.0303816739352021,0,0,
2024-09-05,0.001775723695755005,0.0015144805312156675,0.013475889454361796,0.020651385114188427,0.029835126251748285,0,0,
2024-09-06,-0.02010788321495056,0.0014845324754714966,0.013520956821664067,0.020755462392496895,0.029969916681604713,0,0,
2024-09-09,0.014433950185775757,0.0016581025421619417,0.013575103097161846,0.020670955023444883,0.02992230968780575,0,0,
2024-09-10,0.00025187432765960704,0.0017896952629089355,0.013496034210040553,0.020409305556937415,0.029606775229601364,0,0,
2024-09-11,0.027289092540740967,0.0021010283827781677,0.013721963679853467,0.020469593344925176,0.029821032651514576,0,0,
2024-09-12,0.007103535532951355,0.002409972310066223,0.013478762621864385,0.019760619275325346,0.028946318460009137,0,0,
2024-09-13,0.0008597552776336671,0.0022642734646797177,0.013415201597163305,0.019801769538699526,0.028944152250710425,0,0,
2024-09-16,-0.007583898305892944,0.0020187565088272096,0.013367970454230788,0.019969598177794423,0.029079793137613358,0,0,
2024-09-17,0.0017777562141418457,0.002055644303560257,0.013362105174078593,0.01992306285572995,0.029029260660867598,0,0,
2024-09-18,-0.003514924645423889,0.001998135358095169,0.013373691801158133,0.01999963010677095,0.029113724131606476,0,0,
2024-09-19,0.026469647884368896,0.0020872510671615598,0.013507445230185992,0.020130519210558234,0.029335765427804715,0,0,
2024-09-20,-0.005678394436836242,0.001989303827285767,0.013528079780579346,0.020262407265489047,0.02948171581011988,0,0,
2024-09-23,-0.0018342643976211547,0.0021635300517082214,0.013362872162537683,0.01981643869133075,0.028923159194690847,0,0,
2024-09-24,0.0069567710161209115,0.002293924480676651,0.013345200753784427,0.019656977381581186,0.028751654921537976,0,0,
2024-09-25,0.003658083081245423,0.0021777428984642026,0.01328145760504382,0.019668310814394338,0.028719547765193046,0,0,
2024-09-26,0.0019675344228744507,0.0019135971069335939,0.013015031069562338,0.019494223952722118,0.02836389275231824,0,0,
2024-09-27,-0.005569753050804139,0.0017356666028499603,0.01299427108589651,0.019638007322377558,0.02849352831253575,0,0,
2024-09-30,0.007973253726959229,0.0018660202920436858,0.012990771966272338,0.019501898093578877,0.02835503445384332,0,0,
2024-10-01,-0.02424219250679016,0.0015840921103954313,0.01324844199635426,0.020207655758764074,0.029236392762176693,1,0,
2024-10-02,0.0019212692975997927,0.0015814344882965087,0.013248346481155212,0.020210156272341413,0.029238828182695374,0,0,
2024-10-03,0.0033889561891555786,0.001580811023712158,0.013248259063399655,0.02021063594751348,0.02923924828316993,0,0,
2024-10-04,0.01102088689804077,0.0016415615677833556,0.013277741324389237,0.020198379407361727,0.029247083734273763,0,0,
2024-10-07,-0.006629568338394164,0.001493632197380066,0.013286749062687911,0.020361125188776218,0.02941596823751809,0,0,
2024-10-08,0.01714339554309845,0.0014960953295230866,0.01328965595124851,0.020363443462825242,0.029420267539398092,0,0,
2024-10-09,0.008410608768463135,0.0015971120297908785,0.013303570063329403,0.020285313440279517,0.02935161990418885,0,0,
2024-10-10,0.0010718047618865968,0.0016325705647468566,0.013297333420521328,0.020239596540780676,0.029301652768495154,0,0,
2024-10-11,0.006205594539642334,0.0016646688580513,0.01330452939967994,0.02021933457989474,0.02928629482600799,0,0,
2024-10-14,0.011345183849334717,0.0016925461292266843,0.013322026980385968,0.020220238267806542,0.029299123014508932,0,0,
2024-10-15,-0.007403624057769776,0.0016512902975082398,0.013343945495074944,0.020297546847908538,0.02939136893627621,0,0,
2024-10-16,0.003979319334030152,0.0015992461144924163,0.013324405477961744,0.020317450562905022,0.02939795624202202,0,0,
2024-10-17,0.0030785977840423586,0.0014798211157321928,0.013256237145376111,0.020324748632568532,0.029358797985194744,0,0,-0.03207162499427795
2024-10-18,0.006707817316055298,0.0014142234325408933,0.013213478253681547,0.020320014197671602,0.029324923611596054,0,0,-0.03207162499427795
2024-10-21,0.008396810293197632,0.001505655139684677,0.013230000026516689,0.02025575838849937,0.029271927295562685,0,0,-0.03207162499427795
2024-10-22,0.005062812566757203,0.0017036560773849485,0.013132255424250614,0.01989698188724682,0.02884653841018177,0,0,-0.03207162499427795
2024-10-23,-0.014566534757614135,0.001519867718219757,0.013230685190300635,0.020242672804099374,0.029259308646339764,0,0,-0.03207162499427795
2024-10-24,0.0024673461914062503,0.001437955170869827,0.013198853001186,0.020272226059730288,0.029267168448216793,0,0,-0.03207162499427795
2024-10-25,0.0027014225721359256,0.0014385314285755158,0.013198907437479951,0.020271739341760145,0.02926671882826781,0,0,-0.03207162499427795
2024-10-28,0.002413833141326904,0.0012887803316116333,0.013100696892165503,0.020259948467058673,0.029187998031931034,0,0,-0.03207162499427795
2024-10-29,0.002982631325721741,0.0013595848381519318,0.013090419811950863,0.020172239667852854,0.029093285461682064,0,0,-0.03207162499427795
2024-10-30,-0.005625909566879273,0.001256775438785553,0.013104641088595477,0.020298440985688004,0.029229178497736784,0,0,-0.03207162499427795
2024-10-31,-0.033733582496643065,0.0009265911877155302,0.01356278503528946,0.021382204969143486,0.030625164945203034,1,1,-0.03396990299224854
2024-11-01,0.004452949762344361,0.0008115207850933074,0.0134825261615109,0.021365261272136008,0.030553525287437593,0,0,-0.03396990299224854
2024-11-04,-0.0036621183156967164,0.0005935940146446228,0.01337545914312629,0.021407078469067885,0.030522376927287348,0,0,-0.03396990299224854
2024-11-05,0.012112957239151002,0.0006078994274139404,0.013387118321329916,0.021411950697854076,0.030535194818945097,0,0,-0.03396990299224854
2024-11-06,0.0336762547492981,0.0009226070046424864,0.01378893513283986,0.021758172960407735,0.03115525292692658,0,0,-0.03396990299224854
2024-11-07,0.007633638381958008,0.0009094237685203551,0.013781809302903026,0.02175963524931323,0.031151859003724382,0,0,-0.03396990299224854
2024-11-08,-0.0026440292596817015,0.0008321723639965056,0.013779840264209321,0.021833647873400128,0.031224529739269223,0,0,-0.03396990299224854
2024-11-11,-0.007293027639389038,0.0008787752091884611,0.013743997349478662,0.021728088679912938,0.031094543805594173,0,0,-0.03396990299224854
2024-11-12,0.00687742829322815,0.0010350630283355712,0.01372222657684142,0.02153599112643192,0.030887609595806192,0,0,-0.03396990299224854
2024-11-13,0.0006250619888305659,0.0011640525460243224,0.013656325269517914,0.02129860360437126,0.030605310711928888,0,0,-0.03396990299224854
2024-11-14,0.004583317041397095,0.0010456026792526243,0.01357371112454144,0.02128116529514091,0.03053157133816886,0,0,-0.03396990299224854
2024-11-15,-0.01679246425628662,0.0008190439641475678,0.013681134338305236,0.021684419473024127,0.03100803381823596,0,0,-0.03396990299224854
2024-11-18,0.001678943634033203,0.0008446021974086761,0.013680321408282927,0.02165752408886737,0.03098058442694571,0,0,-0.03396990299224854
2024-11-19,0.010656011104583741,0.0010142584443092345,0.013695892920696413,0.02151348070063725,0.030847152934843868,0,0,-0.03396990299224854
2024-11-20,-0.0034860759973526,0.000812884122133255,0.01361143674946816,0.021575936983250006,0.03085205282263337,0,0,-0.03396990299224854
2024-11-21,0.002750778198242187,0.0007772885859012603,0.013601565798943546,0.021595296250710133,0.03086468509409767,0,0,-0.03396990299224854
2024-11-22,0.00032907128334045375,0.0006607880592346191,0.013554461478808769,0.021634317065558,0.03087160458576063,0,0,-0.03396990299224854
2024-11-25,-0.002460378408432008,0.0005947162806987762,0.013553400568039204,0.021698643801166654,0.03093520831678315,0,0,-0.03396990299224854
2024-11-26,0.009757909178733825,0.0006408221125602722,0.013576865834509738,0.021691134897966594,0.03094369085768918,0,0,-0.03396990299224854
2024-11-27,-0.0059293538331985475,0.0005389629304409026,0.013587670210605004,0.021810765697293212,0.03107068477716811,0,0,-0.03396990299224854
2024-11-29,0.008021822571754456,0.0004658601284027098,0.013526806604049164,0.021783756775338683,0.031002197657488663,0,0,-0.03396990299224854
2024-12-02,0.005554503202438355,0.000768181264400482,0.013295034223257207,0.021100203998168084,0.030160693336174143,0,0,-0.033882819414138794
2024-12-03,0.004870665073394775,0.0007703864276409149,0.013295702875473594,0.021099098669950946,0.030160043690595776,0,0,-0.033882819414138794
2024-12-04,0.010997027158737183,0.0008070921003818511,0.01331903139437979,0.02110076499614427,0.030177608268216787,0,0,-0.033882819414138794
2024-12-05,0.003941348195075989,0.000864477515220642,0.013320059711645422,0.02104507101268951,0.03012261507706274,0,0,-0.033882819414138794
2024-12-06,-0.0018483042716979984,0.001073292165994644,0.013108438729102724,0.020488170821241117,0.0294214964034481,0,0,-0.033882819414138794
2024-12-09,-0.0026159703731536863,0.00112286114692688,0.013084764168647992,0.020399660653678434,0.029316852159133145,0,0,-0.033882819414138794
2024-12-10,-0.00691378116607666,0.0011343626677989959,0.013077110653514277,0.0203755702206797,0.02928754589960077,0,0,-0.033882819414138794
2024-12-11,0.009751865267753602,0.0010882568359375,0.013038070906800084,0.020357461383563088,0.02924283169969061,0,0,-0.033882819414138794
2024-12-12,-0.0030246257781982424,0.0010528858602046965,0.013044445068937358,0.020403316923006162,0.029293031193960255,0,0,-0.033882819414138794
2024-12-13,-0.006619158387184143,0.001330682873725891,0.012568966933314827,0.019343427973570127,0.027909106630480685,0,0,-0.031765578389167784
2024-12-16,0.0024100661277770994,0.0014697233438491818,0.01250239326170746,0.019094883558243982,0.0276151926409465,0,0,-0.031765578389167784
2024-12-17,0.00019751489162445036,0.001368891030550003,0.012471236224767993,0.019144467106328215,0.027643542847600136,0,0,-0.031765578389167784
2024-12-18,-0.02651444673538208,0.0011268981695175169,0.012774538200852618,0.019885347322785046,0.02859112161588948,1,0,-0.032305936813354495
2024-12-19,0.005934333801269532,0.0013197452127933502,0.01269911908521685,0.019568446873614247,0.028222823473292333,0,0,-0.032305936813354495
2024-12-20,0.015399768948554993,0.0011993156075477598,0.012504496710886295,0.019368751160556315,0.027890493731773255,0,0,-0.032305936813354495
2024-12-23,0.008769553899765015,0.0015251376926898957,0.012268451455945541,0.0186546691817002,0.027015548269622273,0,0,-0.032305936813354495
2024-12-24,0.010134333372116089,0.001788046270608902,0.012166994679976444,0.01822487905784962,0.026516615936620518,0,0,-0.032305936813354495
2024-12-26,0.00020982921123504635,0.0021949828565120694,0.011394912808919048,0.016547980806034215,0.024313548331397504,0,0,-0.028230747580528258
2024-12-27,-0.014603787660598755,0.0019137415289878846,0.011459451988174657,0.01693537963663746,0.024744930241375314,0,0,-0.028230747580528258
2024-12-30,-0.008787435293197633,0.0019140264987945557,0.011459182822241544,0.016934651928269453,0.02474401909797238,0,0,-0.028230747580528258
2024-12-31,-0.008680194616317749,0.0015743045806884764,0.011260972711019512,0.01694834722603352,0.02462263534522369,0,0,-0.028230747580528258
